SUBJECT,HOUSEHOLD,SEX,AGE_YEAR,CONSUMPTION_DAY,WEEK_DAY,PREG_LACT,BREASTFEEDING,sum_ENERGY_kcal,WEEKEND,adm2_,adm2_4,adm2_11,adm2_10,adm2_2,adm2_7,adm2_14,adm2_9,adm2_15,adm2_3,adm2_13,adm2_12,adm2_5,adm2_8,adm2_6,adm2_1
18028,607,1,55,27,3,NA,NA,2742,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
18139,11375,1,41,25,7,NA,NA,2546,1,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18185,1757,1,52,30,2,NA,NA,2787,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18214,9090,1,65,31,5,NA,NA,2262,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
18232,3662,1,46,21,5,NA,NA,2232,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
18261,7036,1,45,24,1,NA,NA,1657,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
18282,2839,1,51,9,4,NA,NA,2055,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
18295,2328,1,38,2,4,NA,NA,2717,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18354,1540,1,35,17,1,NA,NA,2356,1,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
18358,84,1,62,27,6,NA,NA,2561,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
18375,1205,1,28,21,5,NA,NA,1792,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
18407,7958,1,57,25,5,NA,NA,1473,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
18410,2860,1,27,8,2,NA,NA,1656,0,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
18472,10447,1,60,10,5,NA,NA,1795,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
18499,3373,1,40,25,7,NA,NA,3515,1,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18702,2520,1,75,27,4,NA,NA,1465,0,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
18719,8758,1,29,30,1,NA,NA,1604,1,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
18738,2758,1,65,10,5,NA,NA,1537,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
18815,8022,1,29,13,3,NA,NA,3197,0,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
18827,6534,1,56,26,7,NA,NA,2068,1,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
18833,10849,1,19,10,7,NA,NA,1980,1,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
18960,3957,1,47,26,6,NA,NA,2897,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
18978,7985,1,50,13,3,NA,NA,2220,0,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
18979,10920,1,38,30,6,NA,NA,3044,0,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
18994,6187,1,36,27,4,NA,NA,2183,0,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
18995,6112,1,32,4,6,NA,NA,2241,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19107,7162,1,49,30,2,NA,NA,2139,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19110,1057,1,65,14,2,NA,NA,1949,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
19202,3454,1,34,4,7,NA,NA,2211,1,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
19299,1383,1,23,3,3,NA,NA,2626,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
19308,6076,1,30,4,7,NA,NA,1054,1,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
19323,10481,1,18,9,4,NA,NA,1518,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
19337,2550,1,25,2,6,NA,NA,2058,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
19415,9758,1,25,13,4,NA,NA,3298,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
19442,5672,1,38,18,6,NA,NA,1980,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
19486,4160,1,52,22,3,NA,NA,2360,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
19490,9906,1,31,7,3,NA,NA,635,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
19570,3873,1,42,27,4,NA,NA,2606,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
19621,7723,1,65,21,3,NA,NA,2197,0,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
19724,316,1,66,5,4,NA,NA,2062,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
19762,5363,1,45,29,1,NA,NA,890,1,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
19764,10018,1,60,2,6,NA,NA,1510,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
19768,7388,1,63,27,3,NA,NA,2112,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
19781,8937,1,38,24,5,NA,NA,2157,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
19803,7440,1,52,24,5,NA,NA,1523,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
19809,8893,1,75,2,6,NA,NA,1769,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
19942,918,1,41,27,4,NA,NA,1711,0,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
19989,2746,1,60,18,6,NA,NA,2644,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
19994,10610,1,60,13,4,NA,NA,2268,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20066,5724,1,42,8,3,NA,NA,2746,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20078,9078,1,32,11,6,NA,NA,2379,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20112,7146,1,27,9,4,NA,NA,2805,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
20190,6883,1,37,14,6,NA,NA,2369,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20215,7175,1,34,22,5,NA,NA,1202,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
20378,3223,1,60,26,7,NA,NA,1592,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20388,7966,1,33,5,5,NA,NA,2619,0,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20401,6219,1,19,22,3,NA,NA,2315,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20480,10321,1,23,4,2,NA,NA,3151,0,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20541,9452,1,25,30,6,NA,NA,2107,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20569,10498,1,70,18,6,NA,NA,1494,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
20774,6749,1,40,27,3,NA,NA,801,0,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20790,666,1,27,10,6,NA,NA,2958,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
20798,8461,1,32,8,2,NA,NA,1829,0,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20827,10060,1,18,19,4,NA,NA,1635,0,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20850,5817,1,37,8,4,NA,NA,1907,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
20874,4215,1,60,16,6,NA,NA,2072,0,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
20885,677,1,23,8,4,NA,NA,2742,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
20951,7648,1,27,8,3,NA,NA,1350,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20967,8422,1,48,24,1,NA,NA,1957,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
21041,2570,1,32,13,1,NA,NA,1073,1,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
21055,10764,1,30,2,5,NA,NA,2030,0,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
21056,611,1,33,13,3,NA,NA,2507,0,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
21169,4941,1,40,29,3,NA,NA,2394,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
21176,2746,1,20,18,6,NA,NA,3087,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
21315,1911,1,19,10,5,NA,NA,2563,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
21341,2324,1,65,24,1,NA,NA,1653,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
21349,11166,1,35,18,5,NA,NA,2033,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
21368,4551,1,21,14,2,NA,NA,2764,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
21452,1643,1,30,14,6,NA,NA,1418,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21710,5940,1,23,28,7,NA,NA,1704,1,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
21727,2999,1,55,11,6,NA,NA,2688,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
21771,7289,1,20,11,6,NA,NA,1576,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
21783,1214,1,19,1,2,NA,NA,1849,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
21788,11688,1,30,29,3,NA,NA,2326,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
21791,6090,1,21,1,3,NA,NA,1216,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21792,2200,1,27,13,4,NA,NA,2090,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
21831,7873,1,40,27,4,NA,NA,2075,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
21838,7083,1,40,8,5,NA,NA,2413,0,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
21890,581,1,33,8,3,NA,NA,1368,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
21942,11783,1,18,4,7,NA,NA,671,1,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
21947,9782,1,32,21,3,NA,NA,2381,0,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
21983,10554,1,24,14,6,NA,NA,1990,0,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
21989,8470,1,57,13,1,NA,NA,2153,1,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
22062,7788,1,72,25,7,NA,NA,2029,1,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
22106,5231,1,34,17,5,NA,NA,1599,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
22109,5507,1,65,31,3,NA,NA,2369,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
22123,8087,1,42,2,4,NA,NA,3031,0,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
22130,6096,1,40,5,5,NA,NA,1522,0,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
22135,580,1,45,10,7,NA,NA,1855,1,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
22138,3794,1,24,17,7,NA,NA,2085,1,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
22155,1103,1,47,22,3,NA,NA,2080,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
22183,1245,1,18,3,3,NA,NA,1657,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
22215,4831,1,32,26,7,NA,NA,2020,1,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
22374,1500,1,52,12,4,NA,NA,1782,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22397,3400,1,31,3,6,NA,NA,2229,0,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
22403,6921,1,49,24,5,NA,NA,2872,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
22420,3922,1,22,10,5,NA,NA,2748,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
22444,9491,1,73,23,3,NA,NA,1371,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
22478,5507,1,29,31,3,NA,NA,1832,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
22616,7375,1,43,20,2,NA,NA,2647,0,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
22679,4125,1,45,24,5,NA,NA,1641,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
22687,1057,1,28,14,2,NA,NA,2325,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
22794,1131,1,27,31,2,NA,NA,1782,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
22814,512,1,38,3,3,NA,NA,1323,0,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
22866,7946,1,22,14,2,NA,NA,1391,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
22985,4261,1,40,30,4,NA,NA,1146,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
23142,438,1,40,24,1,NA,NA,1431,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
23183,7554,1,38,9,4,NA,NA,3046,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
23218,9018,1,40,10,2,NA,NA,2755,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
23227,6179,1,47,4,2,NA,NA,1994,0,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
23233,11504,1,20,22,7,NA,NA,2285,1,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
23264,9431,1,30,17,2,NA,NA,1643,0,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
23284,11517,1,24,6,1,NA,NA,2101,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
23294,2688,1,29,18,5,NA,NA,1518,0,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
23309,10352,1,34,31,2,NA,NA,2843,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
23338,8673,1,53,3,3,NA,NA,2377,0,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
23433,766,1,25,30,6,NA,NA,2705,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
23568,9479,1,35,18,1,NA,NA,2297,1,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
23591,2970,1,30,2,5,NA,NA,2706,0,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
23604,8200,1,42,2,6,NA,NA,2439,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
23680,831,1,65,28,7,NA,NA,1947,1,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
23716,2834,1,39,25,5,NA,NA,1853,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
23724,9968,1,63,28,2,NA,NA,2587,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
23800,7447,1,27,27,3,NA,NA,2187,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
23890,1532,1,35,27,4,NA,NA,2196,0,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
23917,8873,1,61,23,3,NA,NA,1643,0,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
23935,3894,1,27,27,7,NA,NA,2141,1,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
23942,10799,1,40,2,4,NA,NA,3234,0,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
24132,6959,1,60,1,2,NA,NA,2156,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
24197,3068,1,44,8,3,NA,NA,1650,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
24275,8787,1,55,28,7,NA,NA,2768,1,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
24287,9527,1,35,3,3,NA,NA,2893,0,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
24308,10660,1,52,13,1,NA,NA,1904,1,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
24392,3709,1,30,3,3,NA,NA,2044,0,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
24425,8928,1,22,4,6,NA,NA,3351,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24482,5741,1,40,27,4,NA,NA,2405,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
24488,2989,1,22,11,2,NA,NA,1492,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
24606,9387,1,42,10,2,NA,NA,1960,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
24612,9061,1,24,19,4,NA,NA,1257,0,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
24613,10120,1,51,27,4,NA,NA,1739,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
24674,7995,1,20,13,1,NA,NA,2119,1,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
24675,2244,1,37,18,1,NA,NA,1998,1,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
24680,7687,1,37,3,6,NA,NA,1963,0,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
24736,6295,1,28,29,3,NA,NA,2090,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
24758,7787,1,45,1,1,NA,NA,2579,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
24835,3996,1,34,19,4,NA,NA,2366,0,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
24870,5812,1,40,29,6,NA,NA,1665,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
24908,4226,1,34,27,6,NA,NA,1764,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
24913,8863,1,25,2,4,NA,NA,797,0,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
24942,1859,1,29,6,2,NA,NA,2229,0,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
24946,6219,1,49,22,3,NA,NA,3309,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
24983,3136,1,36,29,5,NA,NA,1307,0,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25015,10578,1,25,9,4,NA,NA,1295,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
25085,4787,1,49,10,5,NA,NA,2747,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
25086,2038,1,30,18,5,NA,NA,1817,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
25115,2203,1,53,30,6,NA,NA,1761,0,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
25121,7447,1,24,27,3,NA,NA,1723,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
25147,1797,1,62,20,2,NA,NA,2155,0,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
25168,4940,1,28,23,6,NA,NA,1142,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
25277,1061,1,60,26,7,NA,NA,1840,1,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
25306,1209,1,21,2,4,NA,NA,1782,0,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
25376,363,1,42,6,1,NA,NA,516,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
25426,11316,1,38,2,4,NA,NA,1993,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
25440,3778,1,65,19,3,NA,NA,2320,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
25447,5023,1,56,13,3,NA,NA,1617,0,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
25527,5332,1,56,22,7,NA,NA,2776,1,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
25533,11609,1,64,10,7,NA,NA,2451,1,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
25540,1552,1,65,15,5,NA,NA,2289,0,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
25563,5642,1,73,29,3,NA,NA,1981,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
25619,316,1,32,5,4,NA,NA,1723,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
25626,11174,1,34,22,4,NA,NA,2437,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
25674,1982,1,20,28,4,NA,NA,1991,0,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
25699,9918,1,53,16,4,NA,NA,664,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
25708,9572,1,24,17,1,NA,NA,1374,1,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25915,9973,1,19,21,5,NA,NA,2074,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
25996,5673,1,27,27,3,NA,NA,1989,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
26030,1094,1,20,4,6,NA,NA,1823,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26122,3959,1,50,29,3,NA,NA,2593,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
26148,2183,1,38,1,2,NA,NA,2143,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
26277,9774,1,35,11,6,NA,NA,3238,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
26338,2750,1,42,12,2,NA,NA,1925,0,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
26357,6689,1,30,10,5,NA,NA,2686,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
26377,11684,1,23,10,5,NA,NA,1622,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
26414,1982,1,46,28,4,NA,NA,1274,0,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
26454,8897,1,25,3,3,NA,NA,1234,0,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
26461,6923,1,40,31,5,NA,NA,1871,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
26518,11889,1,29,9,4,NA,NA,1761,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
26524,10723,1,51,30,6,NA,NA,2276,0,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
26565,6295,1,58,29,3,NA,NA,2182,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
26625,8041,1,49,11,2,NA,NA,2604,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
26684,4036,1,22,16,4,NA,NA,1950,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
26765,4698,1,58,30,2,NA,NA,1880,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26771,7479,1,52,5,3,NA,NA,1403,0,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
26800,14,1,30,23,3,NA,NA,1369,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
26804,5329,1,58,10,5,NA,NA,2908,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
26859,11430,1,25,8,1,NA,NA,2076,1,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26881,8222,1,48,23,3,NA,NA,1924,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
26885,9192,1,27,18,1,NA,NA,2502,1,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
26898,7973,1,48,3,6,NA,NA,1687,0,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
26905,6563,1,50,4,6,NA,NA,2675,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
27038,8139,1,24,22,5,NA,NA,1696,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
27042,3943,1,29,17,5,NA,NA,1805,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
27077,4536,1,41,28,7,NA,NA,2366,1,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
27081,7100,1,35,28,4,NA,NA,1651,0,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
27148,3923,1,18,4,6,NA,NA,1750,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
27161,10032,1,26,2,4,NA,NA,2601,0,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
27236,1383,1,67,3,3,NA,NA,1193,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
27241,3547,1,70,4,6,NA,NA,2149,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
27244,8857,1,42,4,6,NA,NA,2507,0,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
27282,4698,1,20,30,2,NA,NA,1871,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27330,10078,1,44,29,3,NA,NA,1986,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
27363,4010,1,34,3,3,NA,NA,1608,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
27563,7868,1,37,3,3,NA,NA,1739,0,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
27566,9443,1,34,25,4,NA,NA,3804,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
27583,9803,1,36,14,6,NA,NA,2306,0,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
27603,4747,1,33,6,2,NA,NA,2393,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
27619,7747,1,28,21,5,NA,NA,2378,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
27630,6978,1,75,20,1,NA,NA,2091,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27633,2203,1,23,30,6,NA,NA,1761,0,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
27637,11243,1,63,8,2,NA,NA,1312,0,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
27692,758,1,38,17,4,NA,NA,1858,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
27712,5654,1,32,8,3,NA,NA,2153,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
27722,7702,1,85,24,1,NA,NA,1346,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
27782,8408,1,30,2,6,NA,NA,2440,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
27801,7995,1,42,13,1,NA,NA,2232,1,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
27864,316,1,30,5,4,NA,NA,716,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
27889,2816,1,36,14,6,NA,NA,2241,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27903,2440,1,38,15,3,NA,NA,2940,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
27911,5429,1,55,13,1,NA,NA,2791,1,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
27928,6025,1,59,30,4,NA,NA,2517,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
27954,6514,1,35,23,7,NA,NA,3313,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
27990,4771,1,22,7,2,NA,NA,2538,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
