SUBJECT,HOUSEHOLD,SEX,AGE_YEAR,CONSUMPTION_DAY,sum_ENERGY_kcal,WEEKEND,adm2_,adm2_9,adm2_11,adm2_10,adm2_4,adm2_5,adm2_3,adm2_7,adm2_8,adm2_12,adm2_6,adm2_2,adm2_1
9579,1291,1,38,21,1864,0,10,0,0,1,0,0,0,0,0,0,0,0,0
9620,7876,1,75,17,2330,0,5,0,0,0,0,1,0,0,0,0,0,0,0
9793,6256,1,28,25,1602,0,11,0,1,0,0,0,0,0,0,0,0,0,0
9797,5395,1,62,21,2737,0,6,0,0,0,0,0,0,0,0,0,1,0,0
9808,8640,1,40,20,2438,0,1,0,0,0,0,0,0,0,0,0,0,0,1
9818,11409,1,45,25,2583,0,9,1,0,0,0,0,0,0,0,0,0,0,0
9861,321,1,45,17,3245,0,2,0,0,0,0,0,0,0,0,0,0,1,0
9915,6404,1,20,6,1765,0,7,0,0,0,0,0,0,1,0,0,0,0,0
9916,2748,1,25,28,1135,0,7,0,0,0,0,0,0,1,0,0,0,0,0
9978,8050,1,33,18,2095,0,5,0,0,0,0,1,0,0,0,0,0,0,0
9998,6336,1,55,23,2500,0,9,1,0,0,0,0,0,0,0,0,0,0,0
10073,7886,1,30,28,2114,0,10,0,0,1,0,0,0,0,0,0,0,0,0
10077,9408,1,48,10,4140,0,9,1,0,0,0,0,0,0,0,0,0,0,0
10113,9238,1,19,11,2679,0,9,1,0,0,0,0,0,0,0,0,0,0,0
10250,7269,1,53,17,1065,0,11,0,1,0,0,0,0,0,0,0,0,0,0
10256,11794,1,18,20,2799,0,2,0,0,0,0,0,0,0,0,0,0,1,0
10315,8453,1,32,13,1976,0,9,1,0,0,0,0,0,0,0,0,0,0,0
10316,26,1,35,28,1751,0,12,0,0,0,0,0,0,0,0,1,0,0,0
10340,10127,1,37,20,2276,0,7,0,0,0,0,0,0,1,0,0,0,0,0
10350,11636,1,35,28,1912,0,11,0,1,0,0,0,0,0,0,0,0,0,0
10357,11019,1,32,14,3596,0,4,0,0,0,1,0,0,0,0,0,0,0,0
10361,7710,1,55,19,2783,0,4,0,0,0,1,0,0,0,0,0,0,0,0
10362,2510,1,45,22,3344,0,12,0,0,0,0,0,0,0,0,1,0,0,0
10400,2767,1,60,21,1717,0,1,0,0,0,0,0,0,0,0,0,0,0,1
10424,9619,1,38,16,3099,0,6,0,0,0,0,0,0,0,0,0,1,0,0
10451,7737,1,62,22,3472,0,11,0,1,0,0,0,0,0,0,0,0,0,0
10488,5565,1,18,21,2012,0,3,0,0,0,0,0,1,0,0,0,0,0,0
10493,89,1,25,16,3154,0,6,0,0,0,0,0,0,0,0,0,1,0,0
10519,2465,1,22,16,2874,0,6,0,0,0,0,0,0,0,0,0,1,0,0
10593,3989,1,28,13,2899,0,6,0,0,0,0,0,0,0,0,0,1,0,0
10622,5763,1,22,16,1546,0,4,0,0,0,1,0,0,0,0,0,0,0,0
10640,8655,1,47,15,3089,0,6,0,0,0,0,0,0,0,0,0,1,0,0
10647,1161,1,36,12,3697,0,9,1,0,0,0,0,0,0,0,0,0,0,0
10673,1113,1,49,4,2207,0,7,0,0,0,0,0,0,1,0,0,0,0,0
10715,198,1,46,18,3406,0,10,0,0,1,0,0,0,0,0,0,0,0,0
10739,2793,1,22,11,3012,0,5,0,0,0,0,1,0,0,0,0,0,0,0
10743,7659,1,23,18,1637,0,12,0,0,0,0,0,0,0,0,1,0,0,0
10746,1213,1,45,21,2448,0,1,0,0,0,0,0,0,0,0,0,0,0,1
10747,9524,1,42,14,2282,0,9,1,0,0,0,0,0,0,0,0,0,0,0
10796,10683,1,60,14,2890,0,10,0,0,1,0,0,0,0,0,0,0,0,0
10831,10062,1,55,20,3691,0,4,0,0,0,1,0,0,0,0,0,0,0,0
10885,3343,1,76,24,1314,0,11,0,1,0,0,0,0,0,0,0,0,0,0
10959,5317,1,46,18,1238,0,12,0,0,0,0,0,0,0,0,1,0,0,0
11024,4485,1,50,25,2991,0,9,1,0,0,0,0,0,0,0,0,0,0,0
11123,8173,1,40,13,417,0,8,0,0,0,0,0,0,0,1,0,0,0,0
11275,10645,1,44,15,2907,0,6,0,0,0,0,0,0,0,0,0,1,0,0
11312,4930,1,35,20,256,0,11,0,1,0,0,0,0,0,0,0,0,0,0
11320,6229,1,42,19,2357,0,2,0,0,0,0,0,0,0,0,0,0,1,0
11326,7063,1,30,12,2305,0,10,0,0,1,0,0,0,0,0,0,0,0,0
11328,11886,1,34,9,2077,0,8,0,0,0,0,0,0,0,1,0,0,0,0
11331,7458,1,65,15,2723,0,2,0,0,0,0,0,0,0,0,0,0,1,0
11335,2431,1,35,1,2357,1,7,0,0,0,0,0,0,1,0,0,0,0,0
11351,8217,1,53,15,1229,0,12,0,0,0,0,0,0,0,0,1,0,0,0
11394,7737,1,25,22,2755,0,11,0,1,0,0,0,0,0,0,0,0,0,0
11407,6462,1,75,17,1506,0,4,0,0,0,1,0,0,0,0,0,0,0,0
11418,2037,1,50,26,2611,0,10,0,0,1,0,0,0,0,0,0,0,0,0
11447,3300,1,46,14,855,0,4,0,0,0,1,0,0,0,0,0,0,0,0
11453,10239,1,28,2,1296,0,6,0,0,0,0,0,0,0,0,0,1,0,0
11467,11019,1,60,14,2426,0,4,0,0,0,1,0,0,0,0,0,0,0,0
11544,6443,1,36,24,2924,0,11,0,1,0,0,0,0,0,0,0,0,0,0
11596,11349,1,38,19,2742,0,11,0,1,0,0,0,0,0,0,0,0,0,0
11609,3755,1,38,18,874,0,10,0,0,1,0,0,0,0,0,0,0,0,0
11667,4429,1,54,24,3679,0,12,0,0,0,0,0,0,0,0,1,0,0,0
11917,9132,1,29,20,1564,0,4,0,0,0,1,0,0,0,0,0,0,0,0
11931,7876,1,30,17,2991,0,5,0,0,0,0,1,0,0,0,0,0,0,0
11955,10138,1,64,19,2374,0,2,0,0,0,0,0,0,0,0,0,0,1,0
11964,3076,1,71,23,1957,0,11,0,1,0,0,0,0,0,0,0,0,0,0
11991,10433,1,66,14,1993,0,10,0,0,1,0,0,0,0,0,0,0,0,0
12037,9350,1,29,18,2305,0,12,0,0,0,0,0,0,0,0,1,0,0,0
12050,11412,1,62,16,2023,0,12,0,0,0,0,0,0,0,0,1,0,0,0
12079,10013,1,38,19,1287,0,4,0,0,0,1,0,0,0,0,0,0,0,0
12085,3268,1,65,24,649,0,9,1,0,0,0,0,0,0,0,0,0,0,0
12105,5145,1,35,14,1698,0,10,0,0,1,0,0,0,0,0,0,0,0,0
12138,3900,1,38,17,1742,0,7,0,0,0,0,0,0,1,0,0,0,0,0
12204,8975,1,70,8,1814,0,11,0,1,0,0,0,0,0,0,0,0,0,0
12206,3801,1,44,27,1366,0,5,0,0,0,0,1,0,0,0,0,0,0,0
12237,5134,1,32,14,2036,0,10,0,0,1,0,0,0,0,0,0,0,0,0
12333,11673,1,26,28,2208,0,12,0,0,0,0,0,0,0,0,1,0,0,0
12353,3006,1,52,26,1845,0,10,0,0,1,0,0,0,0,0,0,0,0,0
12377,1537,1,31,16,3166,0,4,0,0,0,1,0,0,0,0,0,0,0,0
12402,6872,1,21,28,1656,0,3,0,0,0,0,0,1,0,0,0,0,0,0
12407,5955,1,38,11,2420,0,9,1,0,0,0,0,0,0,0,0,0,0,0
12431,4128,1,44,24,1604,0,11,0,1,0,0,0,0,0,0,0,0,0,0
12520,3989,1,66,13,1023,0,6,0,0,0,0,0,0,0,0,0,1,0,0
12541,432,1,60,14,1637,0,4,0,0,0,1,0,0,0,0,0,0,0,0
12552,5831,1,38,9,1961,0,8,0,0,0,0,0,0,0,1,0,0,0,0
12569,9639,1,60,20,2386,0,7,0,0,0,0,0,0,1,0,0,0,0,0
12571,10850,1,23,7,3521,1,11,0,1,0,0,0,0,0,0,0,0,0,0
12574,450,1,50,11,3146,0,5,0,0,0,0,1,0,0,0,0,0,0,0
12608,7705,1,43,6,1851,0,11,0,1,0,0,0,0,0,0,0,0,0,0
12621,1282,1,30,18,919,0,1,0,0,0,0,0,0,0,0,0,0,0,1
12624,10373,1,40,21,1896,0,6,0,0,0,0,0,0,0,0,0,1,0,0
12684,7124,1,55,18,2028,0,6,0,0,0,0,0,0,0,0,0,1,0,0
12692,10773,1,36,29,2737,0,5,0,0,0,0,1,0,0,0,0,0,0,0
12696,2356,1,64,24,2640,0,12,0,0,0,0,0,0,0,0,1,0,0,0
12794,3820,1,45,6,2329,0,7,0,0,0,0,0,0,1,0,0,0,0,0
12814,10164,1,42,13,1778,0,2,0,0,0,0,0,0,0,0,0,0,1,0
12839,8150,1,55,6,2301,0,11,0,1,0,0,0,0,0,0,0,0,0,0
12890,2941,1,50,12,606,0,10,0,0,1,0,0,0,0,0,0,0,0,0
12898,2204,1,55,15,1923,0,12,0,0,0,0,0,0,0,0,1,0,0,0
12911,7941,1,45,31,2251,0,6,0,0,0,0,0,0,0,0,0,1,0,0
12924,7470,1,26,10,2260,0,9,1,0,0,0,0,0,0,0,0,0,0,0
12931,5686,1,20,27,2328,0,11,0,1,0,0,0,0,0,0,0,0,0,0
12965,7750,1,27,26,2035,0,7,0,0,0,0,0,0,1,0,0,0,0,0
12994,7252,1,65,4,1614,0,7,0,0,0,0,0,0,1,0,0,0,0,0
13021,10148,1,50,16,2442,0,1,0,0,0,0,0,0,0,0,0,0,0,1
13039,2593,1,25,20,2746,0,7,0,0,0,0,0,0,1,0,0,0,0,0
13074,5571,1,49,22,2288,0,11,0,1,0,0,0,0,0,0,0,0,0,0
13103,10881,1,23,4,1716,0,3,0,0,0,0,0,1,0,0,0,0,0,0
13110,9705,1,22,8,1967,0,7,0,0,0,0,0,0,1,0,0,0,0,0
13124,3011,1,45,11,5369,0,5,0,0,0,0,1,0,0,0,0,0,0,0
13210,7519,1,32,18,2260,0,1,0,0,0,0,0,0,0,0,0,0,0,1
13237,11009,1,38,19,2618,0,4,0,0,0,1,0,0,0,0,0,0,0,0
13268,10457,1,49,16,2991,0,12,0,0,0,0,0,0,0,0,1,0,0,0
13323,4170,1,22,10,3448,0,9,1,0,0,0,0,0,0,0,0,0,0,0
13328,10287,1,20,29,2813,0,10,0,0,1,0,0,0,0,0,0,0,0,0
13357,358,1,45,15,1569,0,6,0,0,0,0,0,0,0,0,0,1,0,0
13362,3242,1,24,19,2150,0,3,0,0,0,0,0,1,0,0,0,0,0,0
13371,5366,1,45,19,2645,0,5,0,0,0,0,1,0,0,0,0,0,0,0
13392,3910,1,42,18,1360,0,11,0,1,0,0,0,0,0,0,0,0,0,0
13476,1876,1,50,26,1275,0,12,0,0,0,0,0,0,0,0,1,0,0,0
13533,8288,1,65,15,2571,0,2,0,0,0,0,0,0,0,0,0,0,1,0
13555,8553,1,46,5,2225,0,1,0,0,0,0,0,0,0,0,0,0,0,1
13560,9705,1,59,8,1560,0,7,0,0,0,0,0,0,1,0,0,0,0,0
13591,9223,1,60,20,1708,0,6,0,0,0,0,0,0,0,0,0,1,0,0
13648,9251,1,30,17,1231,0,11,0,1,0,0,0,0,0,0,0,0,0,0
13651,6235,1,22,22,2461,0,5,0,0,0,0,1,0,0,0,0,0,0,0
13679,6756,1,35,24,843,0,12,0,0,0,0,0,0,0,0,1,0,0,0
13682,6433,1,47,21,3351,0,4,0,0,0,1,0,0,0,0,0,0,0,0
13683,8122,1,65,14,1456,0,7,0,0,0,0,0,0,1,0,0,0,0,0
13687,10454,1,45,16,2071,0,6,0,0,0,0,0,0,0,0,0,1,0,0
13745,2695,1,33,10,2840,0,11,0,1,0,0,0,0,0,0,0,0,0,0
13764,10560,1,45,25,2436,0,6,0,0,0,0,0,0,0,0,0,1,0,0
13775,4334,1,56,6,1815,0,7,0,0,0,0,0,0,1,0,0,0,0,0
13776,11124,1,22,28,1647,0,10,0,0,1,0,0,0,0,0,0,0,0,0
13800,1109,1,20,17,1469,0,2,0,0,0,0,0,0,0,0,0,0,1,0
13848,6551,1,42,2,2133,0,7,0,0,0,0,0,0,1,0,0,0,0,0
13934,6807,1,60,25,2522,0,6,0,0,0,0,0,0,0,0,0,1,0,0
13981,3979,1,27,11,2509,0,9,1,0,0,0,0,0,0,0,0,0,0,0
14014,4211,1,70,21,2839,0,6,0,0,0,0,0,0,0,0,0,1,0,0
14015,9669,1,32,18,1730,0,4,0,0,0,1,0,0,0,0,0,0,0,0
14073,909,1,47,17,3721,0,5,0,0,0,0,1,0,0,0,0,0,0,0
14075,7614,1,24,20,1668,0,11,0,1,0,0,0,0,0,0,0,0,0,0
14116,1092,1,56,15,2351,0,3,0,0,0,0,0,1,0,0,0,0,0,0
14135,11245,1,24,13,1827,0,4,0,0,0,1,0,0,0,0,0,0,0,0
14142,4662,1,50,22,1961,0,9,1,0,0,0,0,0,0,0,0,0,0,0
14152,5422,1,52,15,2298,0,3,0,0,0,0,0,1,0,0,0,0,0,0
14170,6463,1,66,8,2287,0,11,0,1,0,0,0,0,0,0,0,0,0,0
14179,263,1,25,17,1323,0,2,0,0,0,0,0,0,0,0,0,0,1,0
14202,378,1,56,27,3036,0,10,0,0,1,0,0,0,0,0,0,0,0,0
14206,5335,1,43,16,2002,0,4,0,0,0,1,0,0,0,0,0,0,0,0
14216,10457,1,20,16,2913,0,12,0,0,0,0,0,0,0,0,1,0,0,0
14227,7328,1,31,15,2066,0,3,0,0,0,0,0,1,0,0,0,0,0,0
14232,2842,1,45,14,2598,0,8,0,0,0,0,0,0,0,1,0,0,0,0
14243,3571,1,56,18,3055,0,5,0,0,0,0,1,0,0,0,0,0,0,0
14276,5125,1,35,30,1626,0,3,0,0,0,0,0,1,0,0,0,0,0,0
14285,11751,1,59,14,2214,0,5,0,0,0,0,1,0,0,0,0,0,0,0
14293,10594,1,60,28,1961,0,3,0,0,0,0,0,1,0,0,0,0,0,0
14349,5886,1,45,2,1208,0,6,0,0,0,0,0,0,0,0,0,1,0,0
14386,2951,1,45,4,1913,0,7,0,0,0,0,0,0,1,0,0,0,0,0
14396,1102,1,58,21,2904,0,6,0,0,0,0,0,0,0,0,0,1,0,0
14442,2479,1,39,24,2703,0,12,0,0,0,0,0,0,0,0,1,0,0,0
14469,1405,1,28,8,3087,0,11,0,1,0,0,0,0,0,0,0,0,0,0
14489,4531,1,72,17,1656,0,4,0,0,0,1,0,0,0,0,0,0,0,0
14507,2788,1,20,22,2037,0,5,0,0,0,0,1,0,0,0,0,0,0,0
14529,10126,1,40,19,2351,0,2,0,0,0,0,0,0,0,0,0,0,1,0
14641,5631,1,48,7,1206,1,11,0,1,0,0,0,0,0,0,0,0,0,0
14672,8576,1,25,15,2901,0,5,0,0,0,0,1,0,0,0,0,0,0,0
14709,1781,1,56,29,1710,0,3,0,0,0,0,0,1,0,0,0,0,0,0
14728,4230,1,30,2,2245,0,3,0,0,0,0,0,1,0,0,0,0,0,0
14800,4519,1,25,20,1810,0,6,0,0,0,0,0,0,0,0,0,1,0,0
14808,6577,1,40,28,912,0,11,0,1,0,0,0,0,0,0,0,0,0,0
14879,6460,1,20,17,3735,0,4,0,0,0,1,0,0,0,0,0,0,0,0
14919,4615,1,66,20,2208,0,2,0,0,0,0,0,0,0,0,0,0,1,0
14971,10451,1,44,15,2335,0,2,0,0,0,0,0,0,0,0,0,0,1,0
15017,3876,1,29,4,1725,0,3,0,0,0,0,0,1,0,0,0,0,0,0
15031,9489,1,18,1,1723,1,6,0,0,0,0,0,0,0,0,0,1,0,0
15069,7625,1,38,18,3511,0,4,0,0,0,1,0,0,0,0,0,0,0,0
15085,8574,1,60,23,2820,0,4,0,0,0,1,0,0,0,0,0,0,0,0
15102,11585,1,20,19,2993,0,3,0,0,0,0,0,1,0,0,0,0,0,0
15134,2510,1,30,22,2945,0,12,0,0,0,0,0,0,0,0,1,0,0,0
15171,1913,1,22,10,1933,0,11,0,1,0,0,0,0,0,0,0,0,0,0
15180,9632,1,35,16,2609,0,8,0,0,0,0,0,0,0,1,0,0,0,0
15199,3289,1,28,21,3015,0,1,0,0,0,0,0,0,0,0,0,0,0,1
15242,2227,1,22,18,1165,0,1,0,0,0,0,0,0,0,0,0,0,0,1
15246,1345,1,46,13,3295,0,5,0,0,0,0,1,0,0,0,0,0,0,0
15322,6147,1,48,12,2228,0,12,0,0,0,0,0,0,0,0,1,0,0,0
15346,7654,1,28,10,1464,0,12,0,0,0,0,0,0,0,0,1,0,0,0
15440,1,1,30,2,1899,0,3,0,0,0,0,0,1,0,0,0,0,0,0
15452,3335,1,58,5,2656,0,1,0,0,0,0,0,0,0,0,0,0,0,1
15464,5424,1,45,18,3285,0,4,0,0,0,1,0,0,0,0,0,0,0,0
15470,11845,1,32,23,2118,0,10,0,0,1,0,0,0,0,0,0,0,0,0
15480,4902,1,21,20,3135,0,2,0,0,0,0,0,0,0,0,0,0,1,0
15592,6307,1,40,15,3297,0,6,0,0,0,0,0,0,0,0,0,1,0,0
15613,1965,1,61,25,2643,0,9,1,0,0,0,0,0,0,0,0,0,0,0
15642,5708,1,76,25,1292,0,9,1,0,0,0,0,0,0,0,0,0,0,0
15679,4671,1,28,13,1927,0,6,0,0,0,0,0,0,0,0,0,1,0,0
15690,8364,1,38,24,724,0,10,0,0,1,0,0,0,0,0,0,0,0,0
15729,4615,1,34,20,3718,0,2,0,0,0,0,0,0,0,0,0,0,1,0
15734,4167,1,50,24,1999,0,9,1,0,0,0,0,0,0,0,0,0,0,0
15789,387,1,24,11,510,0,7,0,0,0,0,0,0,1,0,0,0,0,0
15855,11539,1,65,21,719,0,5,0,0,0,0,1,0,0,0,0,0,0,0
15911,7124,1,24,18,2546,0,6,0,0,0,0,0,0,0,0,0,1,0,0
15918,2547,1,21,27,2030,0,5,0,0,0,0,1,0,0,0,0,0,0,0
15925,5903,1,52,13,1770,0,12,0,0,0,0,0,0,0,0,1,0,0,0
15932,10404,1,30,15,2032,0,2,0,0,0,0,0,0,0,0,0,0,1,0
15987,845,1,32,17,2197,0,2,0,0,0,0,0,0,0,0,0,0,1,0
16015,8295,1,56,24,1967,0,9,1,0,0,0,0,0,0,0,0,0,0,0
16016,2597,1,70,10,1689,0,11,0,1,0,0,0,0,0,0,0,0,0,0
16066,5208,1,48,26,3341,0,7,0,0,0,0,0,0,1,0,0,0,0,0
16226,1528,1,40,18,2627,0,10,0,0,1,0,0,0,0,0,0,0,0,0
16324,3356,1,47,17,406,0,11,0,1,0,0,0,0,0,0,0,0,0,0
16344,1669,1,70,14,2571,0,5,0,0,0,0,1,0,0,0,0,0,0,0
16353,8976,1,34,30,1984,0,7,0,0,0,0,0,0,1,0,0,0,0,0
16434,5046,1,27,4,2707,0,7,0,0,0,0,0,0,1,0,0,0,0,0
16468,7508,1,32,8,3885,0,9,1,0,0,0,0,0,0,0,0,0,0,0
16488,6944,1,21,6,2357,0,7,0,0,0,0,0,0,1,0,0,0,0,0
16516,7589,1,65,15,1023,0,2,0,0,0,0,0,0,0,0,0,0,1,0
16525,11019,1,28,14,2680,0,4,0,0,0,1,0,0,0,0,0,0,0,0
16530,2231,1,42,11,2841,0,7,0,0,0,0,0,0,1,0,0,0,0,0
16540,947,1,55,18,2557,0,5,0,0,0,0,1,0,0,0,0,0,0,0
16636,11317,1,42,17,2805,0,7,0,0,0,0,0,0,1,0,0,0,0,0
16646,450,1,18,11,2365,0,5,0,0,0,0,1,0,0,0,0,0,0,0
16682,11761,1,65,21,3874,0,10,0,0,1,0,0,0,0,0,0,0,0,0
16684,5125,1,62,30,1877,0,3,0,0,0,0,0,1,0,0,0,0,0,0
16711,11606,1,80,25,1807,0,11,0,1,0,0,0,0,0,0,0,0,0,0
16727,11652,1,49,25,2342,0,9,1,0,0,0,0,0,0,0,0,0,0,0
16764,10671,1,50,21,2341,0,12,0,0,0,0,0,0,0,0,1,0,0,0
16783,10246,1,37,5,1989,0,1,0,0,0,0,0,0,0,0,0,0,0,1
16817,7180,1,38,7,4887,1,9,1,0,0,0,0,0,0,0,0,0,0,0
16822,11832,1,73,4,2408,0,7,0,0,0,0,0,0,1,0,0,0,0,0
16932,9342,1,37,18,3597,0,1,0,0,0,0,0,0,0,0,0,0,0,1
16946,5591,1,18,24,1739,0,6,0,0,0,0,0,0,0,0,0,1,0,0
16977,4434,1,38,24,721,0,11,0,1,0,0,0,0,0,0,0,0,0,0
16978,10316,1,28,22,3670,0,10,0,0,1,0,0,0,0,0,0,0,0,0
17008,9460,1,36,18,1831,0,6,0,0,0,0,0,0,0,0,0,1,0,0
17025,4970,1,70,23,2048,0,5,0,0,0,0,1,0,0,0,0,0,0,0
17061,5923,1,40,22,2434,0,9,1,0,0,0,0,0,0,0,0,0,0,0
17063,3231,1,45,17,3905,0,5,0,0,0,0,1,0,0,0,0,0,0,0
17065,810,1,75,11,1683,0,7,0,0,0,0,0,0,1,0,0,0,0,0
17121,7335,1,49,4,1962,0,7,0,0,0,0,0,0,1,0,0,0,0,0
17125,27,1,28,19,1613,0,2,0,0,0,0,0,0,0,0,0,0,1,0
17200,7188,1,19,18,3636,0,12,0,0,0,0,0,0,0,0,1,0,0,0
17237,8735,1,40,24,1643,0,12,0,0,0,0,0,0,0,0,1,0,0,0
17238,3429,1,23,8,3794,0,7,0,0,0,0,0,0,1,0,0,0,0,0
17285,10062,1,22,20,2964,0,4,0,0,0,1,0,0,0,0,0,0,0,0
17391,11841,1,40,21,2794,0,6,0,0,0,0,0,0,0,0,0,1,0,0
17393,2431,1,28,1,1906,1,7,0,0,0,0,0,0,1,0,0,0,0,0
17501,10066,1,48,14,3000,0,9,1,0,0,0,0,0,0,0,0,0,0,0
17527,10573,1,25,12,2437,0,10,0,0,1,0,0,0,0,0,0,0,0,0
17531,9513,1,48,25,4316,0,11,0,1,0,0,0,0,0,0,0,0,0,0
17565,4930,1,70,20,1002,0,11,0,1,0,0,0,0,0,0,0,0,0,0
17629,4545,1,67,16,2021,0,12,0,0,0,0,0,0,0,0,1,0,0,0
17682,8006,1,41,15,1859,0,3,0,0,0,0,0,1,0,0,0,0,0,0
17686,3917,1,50,18,2862,0,6,0,0,0,0,0,0,0,0,0,1,0,0
17761,4166,1,26,16,2584,0,12,0,0,0,0,0,0,0,0,1,0,0,0
17768,10963,1,60,15,1127,0,2,0,0,0,0,0,0,0,0,0,0,1,0
17860,10209,1,56,21,2025,0,1,0,0,0,0,0,0,0,0,0,0,0,1
17908,3103,1,38,8,2379,0,11,0,1,0,0,0,0,0,0,0,0,0,0
17919,4106,1,56,21,1243,0,6,0,0,0,0,0,0,0,0,0,1,0,0
17941,1124,1,29,28,1360,0,7,0,0,0,0,0,0,1,0,0,0,0,0
17991,994,1,60,22,1693,0,10,0,0,1,0,0,0,0,0,0,0,0,0
18005,10850,1,56,7,3205,1,11,0,1,0,0,0,0,0,0,0,0,0,0
18010,3523,1,42,7,3697,1,11,0,1,0,0,0,0,0,0,0,0,0,0
18026,10404,1,65,15,455,0,2,0,0,0,0,0,0,0,0,0,0,1,0
18037,3,1,28,13,3378,0,2,0,0,0,0,0,0,0,0,0,0,1,0
18044,1009,1,30,25,2183,0,9,1,0,0,0,0,0,0,0,0,0,0,0
18051,6983,1,65,13,1761,0,2,0,0,0,0,0,0,0,0,0,0,1,0
18118,8698,1,38,20,1878,0,6,0,0,0,0,0,0,0,0,0,1,0,0
18129,1113,1,66,4,1715,0,7,0,0,0,0,0,0,1,0,0,0,0,0
18169,1595,1,26,8,2427,0,11,0,1,0,0,0,0,0,0,0,0,0,0
18229,1544,1,29,13,3154,0,12,0,0,0,0,0,0,0,0,1,0,0,0
18262,4296,1,35,8,705,0,8,0,0,0,0,0,0,0,1,0,0,0,0
18280,5867,1,35,11,3791,0,7,0,0,0,0,0,0,1,0,0,0,0,0
18341,1,1,70,2,1474,0,3,0,0,0,0,0,1,0,0,0,0,0,0
18373,7665,1,34,27,2217,0,10,0,0,1,0,0,0,0,0,0,0,0,0
18416,984,1,36,24,1793,0,12,0,0,0,0,0,0,0,0,1,0,0,0
18437,2090,1,62,28,1669,0,12,0,0,0,0,0,0,0,0,1,0,0,0
18449,2011,1,65,7,3171,1,11,0,1,0,0,0,0,0,0,0,0,0,0
18454,3448,1,33,18,1209,0,12,0,0,0,0,0,0,0,0,1,0,0,0
18502,4935,1,72,24,2635,0,11,0,1,0,0,0,0,0,0,0,0,0,0
18561,11251,1,43,16,2339,0,6,0,0,0,0,0,0,0,0,0,1,0,0
18584,11062,1,55,22,3241,0,11,0,1,0,0,0,0,0,0,0,0,0,0
18637,3456,1,38,21,1520,0,4,0,0,0,1,0,0,0,0,0,0,0,0
18641,4414,1,30,8,2408,0,8,0,0,0,0,0,0,0,1,0,0,0,0
18694,11253,1,48,7,2817,1,11,0,1,0,0,0,0,0,0,0,0,0,0
18722,1566,1,48,21,959,0,6,0,0,0,0,0,0,0,0,0,1,0,0
18799,11849,1,36,14,1849,0,8,0,0,0,0,0,0,0,1,0,0,0,0
18836,7234,1,55,20,1823,0,6,0,0,0,0,0,0,0,0,0,1,0,0
18884,4286,1,21,23,2814,0,4,0,0,0,1,0,0,0,0,0,0,0,0
19008,9699,1,61,17,1770,0,2,0,0,0,0,0,0,0,0,0,0,1,0
19038,7095,1,35,24,1751,0,11,0,1,0,0,0,0,0,0,0,0,0,0
19052,1870,1,21,29,3679,0,10,0,0,1,0,0,0,0,0,0,0,0,0
19068,11013,1,38,30,1653,0,7,0,0,0,0,0,0,1,0,0,0,0,0
19097,3096,1,48,21,2167,0,6,0,0,0,0,0,0,0,0,0,1,0,0
19124,10139,1,40,30,2554,0,7,0,0,0,0,0,0,1,0,0,0,0,0
19142,4017,1,38,11,2165,0,12,0,0,0,0,0,0,0,0,1,0,0,0
19149,10287,1,25,29,2796,0,10,0,0,1,0,0,0,0,0,0,0,0,0
19165,10576,1,60,22,3012,0,11,0,1,0,0,0,0,0,0,0,0,0,0
19175,2164,1,25,25,2977,0,9,1,0,0,0,0,0,0,0,0,0,0,0
19256,2090,1,18,28,1490,0,12,0,0,0,0,0,0,0,0,1,0,0,0
19261,10395,1,29,14,2224,0,8,0,0,0,0,0,0,0,1,0,0,0,0
19307,6734,1,46,4,1745,0,3,0,0,0,0,0,1,0,0,0,0,0,0
19314,500,1,25,18,1872,0,10,0,0,1,0,0,0,0,0,0,0,0,0
19326,9466,1,45,8,2024,0,11,0,1,0,0,0,0,0,0,0,0,0,0
19331,1568,1,32,24,1050,0,6,0,0,0,0,0,0,0,0,0,1,0,0
19345,3264,1,50,16,3771,0,4,0,0,0,1,0,0,0,0,0,0,0,0
19381,700,1,45,11,1965,0,4,0,0,0,1,0,0,0,0,0,0,0,0
19402,4468,1,48,29,2510,0,5,0,0,0,0,1,0,0,0,0,0,0,0
19410,1387,1,19,16,2230,0,1,0,0,0,0,0,0,0,0,0,0,0,1
19422,2379,1,30,6,2660,0,3,0,0,0,0,0,1,0,0,0,0,0,0
19457,10415,1,25,28,1879,0,7,0,0,0,0,0,0,1,0,0,0,0,0
19477,1134,1,30,6,2070,0,11,0,1,0,0,0,0,0,0,0,0,0,0
19503,4975,1,18,12,3300,0,10,0,0,1,0,0,0,0,0,0,0,0,0
19526,1539,1,28,19,2843,0,7,0,0,0,0,0,0,1,0,0,0,0,0
19531,11585,1,18,19,2996,0,3,0,0,0,0,0,1,0,0,0,0,0,0
19545,2161,1,22,2,985,0,6,0,0,0,0,0,0,0,0,0,1,0,0
19549,6899,1,72,29,2423,0,5,0,0,0,0,1,0,0,0,0,0,0,0
19568,1903,1,46,6,1792,0,11,0,1,0,0,0,0,0,0,0,0,0,0
19582,11278,1,20,28,1889,0,3,0,0,0,0,0,1,0,0,0,0,0,0
19592,5478,1,32,10,779,0,9,1,0,0,0,0,0,0,0,0,0,0,0
19595,8157,1,40,28,2091,0,7,0,0,0,0,0,0,1,0,0,0,0,0
19597,5617,1,42,15,3227,0,4,0,0,0,1,0,0,0,0,0,0,0,0
