SUBJECT,HOUSEHOLD,SEX,AGE_YEAR,CONSUMPTION_DAY,sum_ENERGY_kcal,WEEKEND,adm2_,adm2_9,adm2_3,adm2_1,adm2_8,adm2_5,adm2_7,adm2_2,adm2_4,adm2_6
31735,7583,1,40,21,2503,0,8,0,0,0,1,0,0,0,0,0
31754,9303,1,32,13,1944,0,2,0,0,0,0,0,0,1,0,0
31818,10340,1,45,23,1962,0,1,0,0,1,0,0,0,0,0,0
31823,5350,1,18,20,2226,0,6,0,0,0,0,0,0,0,0,1
31880,326,1,70,18,985,0,9,1,0,0,0,0,0,0,0,0
31903,4422,1,56,24,1233,0,2,0,0,0,0,0,0,1,0,0
31912,5383,1,22,23,2707,0,1,0,0,1,0,0,0,0,0,0
31964,8829,1,72,7,1764,1,9,1,0,0,0,0,0,0,0,0
31997,2630,1,35,20,1985,0,4,0,0,0,0,0,0,0,1,0
31999,1676,1,28,28,1702,0,6,0,0,0,0,0,0,0,0,1
32057,573,1,60,23,2144,0,4,0,0,0,0,0,0,0,1,0
32203,8260,1,23,30,2374,0,4,0,0,0,0,0,0,0,1,0
32259,9701,1,48,9,1570,0,9,1,0,0,0,0,0,0,0,0
32291,10617,1,80,15,1717,0,8,0,0,0,1,0,0,0,0,0
32332,7340,1,30,24,1108,0,4,0,0,0,0,0,0,0,1,0
32398,6067,1,26,27,2508,0,7,0,0,0,0,0,1,0,0,0
32408,2357,1,40,8,1670,0,4,0,0,0,0,0,0,0,1,0
32412,9837,1,65,8,1644,0,8,0,0,0,1,0,0,0,0,0
32419,5022,1,27,18,2302,0,8,0,0,0,1,0,0,0,0,0
32428,8350,1,40,6,1107,0,4,0,0,0,0,0,0,0,1,0
32484,2290,1,65,11,2120,0,3,0,1,0,0,0,0,0,0,0
32543,4432,1,34,27,2715,0,7,0,0,0,0,0,1,0,0,0
32592,9311,1,18,25,2176,0,7,0,0,0,0,0,1,0,0,0
